#name	%unambiguousReads	unambiguousMB	%ambiguousReads	ambiguousMB	unambiguousReads	ambiguousReads	assignedReads	assignedBases
004255	2.51284	45.008269	0.00000	0.000000	300069	0	306739	46008727
006921	1.80490	32.327118	0.00000	0.000000	215530	0	217481	32619707
007734	0.88027	15.765233	0.00000	0.000000	105117	0	106688	16000556
008844	0.59960	10.738155	0.00000	0.000000	71601	0	72426	10861870
002936	0.55176	9.881860	0.00000	0.000000	65888	0	66641	9994772
001749	0.46254	8.282958	0.00000	0.000000	55234	0	55776	8364232
008332	0.44586	7.985030	0.00000	0.000000	53242	0	53727	8057752
001280	0.40664	7.282161	0.00000	0.000000	48558	0	49421	7411574
001346	0.40632	7.277297	0.00000	0.000000	48520	0	48971	7344926
000192	0.39782	7.124154	0.00000	0.000000	47505	0	48160	7222374
004751	0.38278	6.854649	0.00000	0.000000	45709	0	46074	6909388
001171	0.35271	6.316946	0.00000	0.000000	42118	0	42409	6360582
005106	0.34625	6.201096	0.00000	0.000000	41347	0	41783	6266476
007481	0.33653	6.027127	0.00000	0.000000	40187	0	40628	6093236
000061	0.33423	5.986073	0.00000	0.000000	39912	0	40293	6043206
009195	0.31119	5.572397	0.00000	0.000000	37161	0	37517	5625754
007851	0.29837	5.343817	0.00000	0.000000	35630	0	35915	5386556
006790	0.29784	5.334097	0.00000	0.000000	35566	0	36021	5402338
001022	0.29517	5.286716	0.00000	0.000000	35248	0	35554	5332616
004440	0.28783	5.154371	0.00000	0.000000	34371	0	34768	5213904
000855	0.25982	4.651843	0.00000	0.000000	31026	0	31338	4698612
007235	0.25294	4.529527	0.00000	0.000000	30204	0	30485	4571618
001770	0.25106	4.495076	0.00000	0.000000	29980	0	30286	4540956
009053	0.24914	4.461414	0.00000	0.000000	29751	0	30038	4504438
003263	0.24130	4.321329	0.00000	0.000000	28815	0	29050	4356544
009164	0.24122	4.319464	0.00000	0.000000	28805	0	29067	4358698
005258	0.24020	4.301418	0.00000	0.000000	28683	0	28896	4333310
001975	0.23961	4.291291	0.00000	0.000000	28613	0	28839	4325188
000081	0.23805	4.262538	0.00000	0.000000	28426	0	28709	4304974
005097	0.23655	4.235860	0.00000	0.000000	28247	0	28674	4299904
005607	0.23445	4.198560	0.00000	0.000000	27997	0	28385	4256666
011474	0.22826	4.087906	0.00000	0.000000	27258	0	27805	4169922
006202	0.22656	4.057386	0.00000	0.000000	27054	0	27254	4087354
005120	0.22644	4.055103	0.00000	0.000000	27040	0	27224	4082682
008739	0.22564	4.040423	0.00000	0.000000	26945	0	27157	4072176
010175	0.21942	3.929848	0.00000	0.000000	26202	0	26476	3970938
004235	0.21869	3.916110	0.00000	0.000000	26115	0	26376	3955248
009089	0.21404	3.833008	0.00000	0.000000	25559	0	25868	3879338
002020	0.21368	3.823813	0.00000	0.000000	25516	0	25737	3856954
005552	0.21183	3.793567	0.00000	0.000000	25296	0	25638	3844864
008777	0.20946	3.751277	0.00000	0.000000	25013	0	25245	3786076
004982	0.20179	3.613240	0.00000	0.000000	24097	0	24611	3690340
002360	0.19746	3.536168	0.00000	0.000000	23579	0	23904	3584874
008163	0.19689	3.526263	0.00000	0.000000	23512	0	23927	3588504
006333	0.19588	3.508062	0.00000	0.000000	23391	0	23622	3542704
008262	0.18851	3.376186	0.00000	0.000000	22511	0	22734	3409612
000437	0.18543	3.321068	0.00000	0.000000	22143	0	22340	3350612
000459	0.18428	3.300203	0.00000	0.000000	22006	0	22197	3328850
001802	0.18293	3.276271	0.00000	0.000000	21845	0	22109	3315852
010072	0.18201	3.259709	0.00000	0.000000	21735	0	21892	3283254
011245	0.18151	3.250138	0.00000	0.000000	21675	0	21869	3279216
005655	0.18138	3.248032	0.00000	0.000000	21659	0	21888	3282376
002544	0.17454	3.125852	0.00000	0.000000	20843	0	21073	3160342
008460	0.17440	3.123189	0.00000	0.000000	20826	0	21027	3153308
000558	0.16953	3.036245	0.00000	0.000000	20244	0	20475	3070890
001358	0.16836	3.015180	0.00000	0.000000	20104	0	20354	3052658
000695	0.16702	2.991172	0.00000	0.000000	19944	0	20112	3016360
006513	0.16631	2.978722	0.00000	0.000000	19860	0	20063	3009148
008763	0.16407	2.938239	0.00000	0.000000	19592	0	19754	2962502
000054	0.16336	2.924828	0.00000	0.000000	19508	0	19718	2956308
008090	0.15715	2.814310	0.00000	0.000000	18766	0	18936	2839790
011428	0.15603	2.794093	0.00000	0.000000	18632	0	18832	2824054
008490	0.15452	2.767091	0.00000	0.000000	18452	0	18633	2794232
005658	0.15327	2.744893	0.00000	0.000000	18302	0	18511	2776194
002644	0.15234	2.727929	0.00000	0.000000	18191	0	18373	2755218
004461	0.15187	2.719457	0.00000	0.000000	18135	0	18461	2768354
004353	0.15109	2.706007	0.00000	0.000000	18042	0	18303	2745106
003380	0.15048	2.694685	0.00000	0.000000	17969	0	18135	2719572
004436	0.14945	2.675966	0.00000	0.000000	17846	0	18093	2712996
009520	0.14808	2.651902	0.00000	0.000000	17683	0	17864	2679029
010427	0.14764	2.643628	0.00000	0.000000	17630	0	17768	2664310
006417	0.14528	2.601644	0.00000	0.000000	17349	0	17514	2626380
007748	0.14430	2.584089	0.00000	0.000000	17232	0	17433	2614234
002197	0.14161	2.535542	0.00000	0.000000	16910	0	17274	2590106
009242	0.14051	2.515488	0.00000	0.000000	16779	0	16939	2539488
006625	0.14017	2.510135	0.00000	0.000000	16738	0	16894	2533528
007206	0.14011	2.509156	0.00000	0.000000	16731	0	17014	2551578
010895	0.13876	2.484777	0.00000	0.000000	16570	0	16880	2531266
000135	0.13806	2.472286	0.00000	0.000000	16486	0	16801	2519434
011515	0.13750	2.461909	0.00000	0.000000	16420	0	16684	2501444
004878	0.13719	2.456971	0.00000	0.000000	16383	0	16545	2481248
007126	0.13420	2.402850	0.00000	0.000000	16025	0	16168	2424286
009589	0.13379	2.395973	0.00000	0.000000	15977	0	16287	2442462
006681	0.13364	2.393025	0.00000	0.000000	15959	0	16096	2413542
007864	0.13327	2.386460	0.00000	0.000000	15914	0	16026	2403260
004375	0.13220	2.367269	0.00000	0.000000	15787	0	15943	2390640
011299	0.13184	2.361041	0.00000	0.000000	15744	0	15908	2385618
001515	0.13176	2.358772	0.00000	0.000000	15734	0	15959	2392502
000838	0.13040	2.334946	0.00000	0.000000	15572	0	15786	2367006
009317	0.12925	2.314777	0.00000	0.000000	15434	0	15601	2339826
008497	0.12921	2.313675	0.00000	0.000000	15430	0	15574	2335264
000279	0.12870	2.304422	0.00000	0.000000	15369	0	15618	2341768
000224	0.12802	2.291604	0.00000	0.000000	15287	0	15450	2316024
002515	0.12766	2.285170	0.00000	0.000000	15244	0	15546	2330434
004154	0.12451	2.229487	0.00000	0.000000	14868	0	15139	2270098
001639	0.12433	2.226370	0.00000	0.000000	14847	0	14974	2245416
001543	0.12415	2.223019	0.00000	0.000000	14825	0	14960	2243206
009185	0.12320	2.206045	0.00000	0.000000	14712	0	14865	2228986
000753	0.12315	2.205255	0.00000	0.000000	14706	0	14862	2228638
003738	0.12298	2.201950	0.00000	0.000000	14686	0	14839	2224894
000468	0.12184	2.181774	0.00000	0.000000	14550	0	14713	2206214
000853	0.12169	2.178945	0.00000	0.000000	14531	0	14649	2196644
010689	0.12164	2.178384	0.00000	0.000000	14526	0	14713	2206418
009091	0.11979	2.145255	0.00000	0.000000	14305	0	14446	2166382
001416	0.11948	2.138697	0.00000	0.000000	14267	0	14424	2162232
004131	0.11940	2.138337	0.00000	0.000000	14258	0	14377	2156178
010778	0.11887	2.128876	0.00000	0.000000	14195	0	14290	2143126
000633	0.11878	2.127004	0.00000	0.000000	14184	0	14397	2158946
004025	0.11859	2.123611	0.00000	0.000000	14161	0	14413	2161390
000057	0.11792	2.111212	0.00000	0.000000	14081	0	14430	2163552
003490	0.11738	2.101937	0.00000	0.000000	14017	0	14155	2122630
003378	0.11644	2.085069	0.00000	0.000000	13904	0	14012	2101268
010761	0.11629	2.082201	0.00000	0.000000	13887	0	14080	2111116
002807	0.11617	2.079605	0.00000	0.000000	13872	0	14081	2110898
005229	0.11111	1.989832	0.00000	0.000000	13268	0	13368	2004832
000242	0.11051	1.978673	0.00000	0.000000	13196	0	13351	2001898
003548	0.11022	1.973974	0.00000	0.000000	13162	0	13346	2001566
002034	0.11011	1.972044	0.00000	0.000000	13149	0	13327	1998728
000852	0.10991	1.968269	0.00000	0.000000	13125	0	13289	1992854
002246	0.10943	1.959697	0.00000	0.000000	13067	0	13185	1977388
003915	0.10816	1.936720	0.00000	0.000000	12916	0	13048	1956510
010577	0.10776	1.929951	0.00000	0.000000	12868	0	13025	1953498
003933	0.10737	1.922428	0.00000	0.000000	12821	0	12985	1947006
003752	0.10658	1.908591	0.00000	0.000000	12727	0	12808	1920741
002181	0.10529	1.885039	0.00000	0.000000	12573	0	12748	1911240
008015	0.10334	1.850560	0.00000	0.000000	12340	0	12483	1872006
000745	0.10318	1.847113	0.00000	0.000000	12321	0	12468	1869152
002586	0.10284	1.841819	0.00000	0.000000	12281	0	12472	1870460
001849	0.10178	1.822438	0.00000	0.000000	12154	0	12277	1840876
011412	0.09892	1.771544	0.00000	0.000000	11812	0	11897	1784294
007746	0.09884	1.769960	0.00000	0.000000	11803	0	11927	1788560
003438	0.09805	1.756190	0.00000	0.000000	11709	0	11851	1777484
003174	0.09692	1.735638	0.00000	0.000000	11574	0	11688	1752726
007637	0.09629	1.724478	0.00000	0.000000	11498	0	11602	1740072
005960	0.09611	1.721082	0.00000	0.000000	11477	0	11654	1747632
000686	0.09555	1.710883	0.00000	0.000000	11410	0	11526	1728248
010832	0.09526	1.706070	0.00000	0.000000	11375	0	11522	1728102
009390	0.09461	1.693945	0.00000	0.000000	11298	0	11409	1710584
010416	0.09361	1.675704	0.00000	0.000000	11178	0	11303	1694408
003494	0.09300	1.665262	0.00000	0.000000	11106	0	11184	1676956
010995	0.09238	1.654030	0.00000	0.000000	11031	0	11154	1672470
002206	0.09144	1.637584	0.00000	0.000000	10919	0	11027	1653722
001007	0.09143	1.637009	0.00000	0.000000	10918	0	11025	1653050
000049	0.09066	1.622052	0.00000	0.000000	10826	0	11043	1654596
006728	0.09027	1.616628	0.00000	0.000000	10780	0	10974	1645716
003574	0.09000	1.611838	0.00000	0.000000	10747	0	10877	1631338
000448	0.08992	1.610155	0.00000	0.000000	10738	0	10871	1630096
009870	0.08980	1.608088	0.00000	0.000000	10723	0	10842	1625936
006238	0.08965	1.605646	0.00000	0.000000	10706	0	10870	1630246
009889	0.08937	1.600310	0.00000	0.000000	10672	0	10809	1620840
007267	0.08923	1.597762	0.00000	0.000000	10655	0	10813	1621462
006895	0.08914	1.596123	0.00000	0.000000	10645	0	10750	1611850
006519	0.08849	1.584354	0.00000	0.000000	10567	0	10745	1611044
001885	0.08831	1.581657	0.00000	0.000000	10546	0	10695	1603996
009096	0.08807	1.576696	0.00000	0.000000	10517	0	10666	1599046
003639	0.08792	1.574550	0.00000	0.000000	10499	0	10624	1593298
001581	0.08790	1.573848	0.00000	0.000000	10497	0	10630	1593793
009507	0.08777	1.571624	0.00000	0.000000	10481	0	10609	1590824
010795	0.08723	1.561587	0.00000	0.000000	10417	0	10530	1578522
002073	0.08708	1.559204	0.00000	0.000000	10399	0	10492	1573146
008158	0.08685	1.554947	0.00000	0.000000	10371	0	10487	1572338
002738	0.08651	1.549226	0.00000	0.000000	10330	0	10445	1566452
007695	0.08646	1.548056	0.00000	0.000000	10324	0	10476	1570826
005484	0.08646	1.548318	0.00000	0.000000	10324	0	10411	1561362
009696	0.08541	1.529196	0.00000	0.000000	10199	0	10379	1556192
003285	0.08487	1.519691	0.00000	0.000000	10135	0	10244	1536018
005026	0.08439	1.510484	0.00000	0.000000	10077	0	10154	1522018
004313	0.08429	1.509462	0.00000	0.000000	10066	0	10209	1530908
008505	0.08383	1.501222	0.00000	0.000000	10011	0	10120	1517570
000553	0.08348	1.494650	0.00000	0.000000	9969	0	10143	1520750
000159	0.08339	1.493228	0.00000	0.000000	9958	0	10092	1513282
001164	0.08278	1.481987	0.00000	0.000000	9885	0	10048	1506422
002004	0.08171	1.462715	0.00000	0.000000	9757	0	9955	1492394
000734	0.08151	1.459777	0.00000	0.000000	9734	0	9932	1489474
002809	0.08117	1.453262	0.00000	0.000000	9693	0	9840	1475302
001337	0.08101	1.450872	0.00000	0.000000	9674	0	9814	1471858
006999	0.08086	1.448075	0.00000	0.000000	9656	0	9792	1468472
002350	0.07998	1.432191	0.00000	0.000000	9551	0	9633	1444474
010566	0.07983	1.429819	0.00000	0.000000	9533	0	9642	1446168
009603	0.07963	1.426119	0.00000	0.000000	9509	0	9621	1442902
007561	0.07953	1.424089	0.00000	0.000000	9497	0	9593	1438484
000798	0.07950	1.423238	0.00000	0.000000	9493	0	9623	1442728
004109	0.07889	1.412368	0.00000	0.000000	9420	0	9520	1427352
000011	0.07876	1.409797	0.00000	0.000000	9405	0	9496	1423442
011371	0.07864	1.408216	0.00000	0.000000	9391	0	9480	1421566
004018	0.07858	1.406814	0.00000	0.000000	9384	0	9498	1423904
009338	0.07816	1.399553	0.00000	0.000000	9333	0	9417	1412142
001882	0.07785	1.394233	0.00000	0.000000	9296	0	9403	1410272
001904	0.07776	1.391959	0.00000	0.000000	9286	0	9423	1412490
000477	0.07739	1.385696	0.00000	0.000000	9241	0	9414	1411642
002384	0.07674	1.374099	0.00000	0.000000	9164	0	9288	1392682
008805	0.07666	1.372903	0.00000	0.000000	9154	0	9256	1388202
007346	0.07628	1.366096	0.00000	0.000000	9109	0	9240	1385740
010925	0.07412	1.327390	0.00000	0.000000	8851	0	8960	1343738
004729	0.07393	1.323630	0.00000	0.000000	8828	0	8895	1333674
009386	0.07375	1.320379	0.00000	0.000000	8807	0	8921	1337458
005189	0.07254	1.299142	0.00000	0.000000	8662	0	8735	1310092
000367	0.07253	1.298786	0.00000	0.000000	8661	0	8755	1312886
000353	0.07242	1.296782	0.00000	0.000000	8648	0	8737	1310126
010540	0.07237	1.296176	0.00000	0.000000	8642	0	8763	1314326
010213	0.07230	1.294918	0.00000	0.000000	8634	0	8711	1306462
010410	0.07186	1.286503	0.00000	0.000000	8581	0	8652	1297148
004724	0.07164	1.282873	0.00000	0.000000	8555	0	8636	1295004
008194	0.07158	1.281690	0.00000	0.000000	8548	0	8657	1298030
011307	0.07156	1.281362	0.00000	0.000000	8545	0	8637	1295150
010568	0.07143	1.278881	0.00000	0.000000	8530	0	8637	1294878
006841	0.07132	1.277196	0.00000	0.000000	8517	0	8608	1290844
011069	0.07108	1.272463	0.00000	0.000000	8488	0	8587	1287254
003026	0.07076	1.267341	0.00000	0.000000	8450	0	8550	1282332
006209	0.07060	1.264382	0.00000	0.000000	8431	0	8661	1298870
009953	0.07039	1.260155	0.00000	0.000000	8405	0	8494	1273498
007033	0.07012	1.255299	0.00000	0.000000	8373	0	8451	1266994
001418	0.07008	1.255048	0.00000	0.000000	8368	0	8517	1277394
000646	0.06950	1.244244	0.00000	0.000000	8299	0	8411	1261022
000370	0.06930	1.241059	0.00000	0.000000	8275	0	8391	1258448
001407	0.06902	1.234588	0.00000	0.000000	8242	0	8315	1245514
009834	0.06899	1.235313	0.00000	0.000000	8238	0	8343	1251058
005947	0.06887	1.233177	0.00000	0.000000	8224	0	8300	1244574
007343	0.06808	1.219298	0.00000	0.000000	8130	0	8228	1233986
009867	0.06804	1.218437	0.00000	0.000000	8125	0	8266	1239577
005972	0.06769	1.211758	0.00000	0.000000	8083	0	8194	1228404
010129	0.06760	1.209804	0.00000	0.000000	8072	0	8186	1226888
001924	0.06698	1.199562	0.00000	0.000000	7998	0	8094	1213962
009159	0.06683	1.196444	0.00000	0.000000	7980	0	8134	1219526
002795	0.06682	1.196606	0.00000	0.000000	7979	0	8117	1217306
005459	0.06667	1.193790	0.00000	0.000000	7961	0	8040	1205638
008329	0.06621	1.185752	0.00000	0.000000	7907	0	8040	1205696
003504	0.06560	1.174418	0.00000	0.000000	7833	0	7980	1196456
002618	0.06549	1.172496	0.00000	0.000000	7820	0	7957	1193036
009495	0.06457	1.156243	0.00000	0.000000	7710	0	7842	1176036
005066	0.06452	1.154964	0.00000	0.000000	7705	0	7827	1173254
006028	0.06442	1.153502	0.00000	0.000000	7693	0	7862	1178846
005652	0.06419	1.149282	0.00000	0.000000	7665	0	7780	1166532
003771	0.06404	1.146665	0.00000	0.000000	7647	0	7722	1157908
004135	0.06359	1.138636	0.00000	0.000000	7593	0	7694	1153764
004921	0.06349	1.136920	0.00000	0.000000	7582	0	7711	1156270
009324	0.06342	1.135839	0.00000	0.000000	7573	0	7652	1147688
008648	0.06324	1.132388	0.00000	0.000000	7552	0	7674	1150684
000954	0.06315	1.130788	0.00000	0.000000	7541	0	7635	1144882
003131	0.06299	1.127722	0.00000	0.000000	7522	0	7633	1144362
008121	0.06296	1.127294	0.00000	0.000000	7518	0	7645	1146344
005912	0.06222	1.114268	0.00000	0.000000	7430	0	7574	1135860
009379	0.06187	1.107820	0.00000	0.000000	7388	0	7491	1123260
010198	0.06129	1.097510	0.00000	0.000000	7319	0	7442	1115956
002430	0.06125	1.096566	0.00000	0.000000	7314	0	7372	1105266
002649	0.06121	1.095578	0.00000	0.000000	7309	0	7424	1112824
003801	0.06116	1.094884	0.00000	0.000000	7303	0	7383	1106880
010125	0.06101	1.092392	0.00000	0.000000	7285	0	7370	1105142
009262	0.06079	1.087983	0.00000	0.000000	7259	0	7440	1115118
001381	0.06075	1.087856	0.00000	0.000000	7255	0	7382	1106902
002747	0.06067	1.085970	0.00000	0.000000	7245	0	7338	1099890
001493	0.06060	1.085294	0.00000	0.000000	7237	0	7311	1096392
005030	0.06046	1.082776	0.00000	0.000000	7220	0	7328	1098964
005350	0.06037	1.081063	0.00000	0.000000	7209	0	7352	1102490
009433	0.05989	1.071644	0.00000	0.000000	7152	0	7212	1080634
009817	0.05978	1.070312	0.00000	0.000000	7138	0	7257	1088144
004803	0.05966	1.067946	0.00000	0.000000	7124	0	7191	1077982
009748	0.05954	1.065965	0.00000	0.000000	7110	0	7206	1080360
002695	0.05953	1.065808	0.00000	0.000000	7109	0	7176	1075848
010252	0.05949	1.065561	0.00000	0.000000	7104	0	7278	1091652
000359	0.05940	1.063582	0.00000	0.000000	7093	0	7157	1073172
007164	0.05911	1.058620	0.00000	0.000000	7059	0	7196	1079170
007623	0.05904	1.057210	0.00000	0.000000	7050	0	7117	1067248
005589	0.05861	1.049461	0.00000	0.000000	6999	0	7059	1058448
004935	0.05860	1.049416	0.00000	0.000000	6998	0	7072	1060502
004347	0.05860	1.049186	0.00000	0.000000	6998	0	7082	1061776
003312	0.05842	1.046095	0.00000	0.000000	6976	0	7043	1056136
004098	0.05839	1.045722	0.00000	0.000000	6973	0	7088	1062972
000825	0.05818	1.041747	0.00000	0.000000	6947	0	7089	1063032
007163	0.05773	1.033660	0.00000	0.000000	6894	0	7003	1049990
011478	0.05771	1.033386	0.00000	0.000000	6891	0	6954	1042836
005770	0.05746	1.029157	0.00000	0.000000	6862	0	6970	1045356
010223	0.05709	1.022200	0.00000	0.000000	6817	0	6891	1033288
008342	0.05680	1.016673	0.00000	0.000000	6783	0	6866	1029100
006829	0.05669	1.014824	0.00000	0.000000	6769	0	6857	1028014
005564	0.05669	1.015195	0.00000	0.000000	6769	0	6860	1028832
001359	0.05665	1.012869	0.00000	0.000000	6765	0	6840	1024098
000116	0.05659	1.013398	0.00000	0.000000	6758	0	6810	1021198
004955	0.05657	1.012816	0.00000	0.000000	6755	0	6827	1023602
008960	0.05599	1.002768	0.00000	0.000000	6686	0	6820	1022868
005406	0.05584	0.999930	0.00000	0.000000	6668	0	6741	1010880
008683	0.05561	0.995269	0.00000	0.000000	6641	0	6698	1003802
006487	0.05548	0.992963	0.00000	0.000000	6625	0	6734	1009306
005704	0.05535	0.991140	0.00000	0.000000	6609	0	6670	1000286
004886	0.05523	0.988786	0.00000	0.000000	6595	0	6656	997930
010064	0.05515	0.987060	0.00000	0.000000	6586	0	6678	1000844
005534	0.05485	0.982314	0.00000	0.000000	6550	0	6605	990564
002637	0.05483	0.981463	0.00000	0.000000	6547	0	6622	992690
009735	0.05475	0.980476	0.00000	0.000000	6538	0	6592	988576
000674	0.05470	0.979622	0.00000	0.000000	6532	0	6606	990712
010687	0.05438	0.973739	0.00000	0.000000	6494	0	6585	987386
004512	0.05431	0.972208	0.00000	0.000000	6485	0	6568	984652
001769	0.05425	0.971429	0.00000	0.000000	6478	0	6616	992126
010210	0.05407	0.968113	0.00000	0.000000	6457	0	6510	976044
001260	0.05397	0.966274	0.00000	0.000000	6445	0	6553	982454
006478	0.05393	0.965355	0.00000	0.000000	6440	0	6503	974792
006158	0.05390	0.964879	0.00000	0.000000	6436	0	6514	976572
001421	0.05388	0.964741	0.00000	0.000000	6434	0	6519	977482
007389	0.05387	0.964581	0.00000	0.000000	6433	0	6508	975818
010514	0.05361	0.959962	0.00000	0.000000	6402	0	6465	969412
008147	0.05360	0.959862	0.00000	0.000000	6401	0	6462	969012
003588	0.05360	0.959714	0.00000	0.000000	6401	0	6471	970214
003768	0.05351	0.958113	0.00000	0.000000	6390	0	6485	972354
008809	0.05335	0.955369	0.00000	0.000000	6371	0	6435	964950
009467	0.05323	0.953329	0.00000	0.000000	6357	0	6442	966074
009463	0.05316	0.951564	0.00000	0.000000	6348	0	6479	971208
000730	0.05303	0.949853	0.00000	0.000000	6333	0	6375	956152
001033	0.05266	0.943037	0.00000	0.000000	6288	0	6381	956970
001964	0.05260	0.941876	0.00000	0.000000	6281	0	6396	959116
007150	0.05255	0.940719	0.00000	0.000000	6275	0	6342	950764
007994	0.05219	0.934475	0.00000	0.000000	6232	0	6351	952316
010651	0.05196	0.930419	0.00000	0.000000	6205	0	6323	948116
002063	0.05178	0.927214	0.00000	0.000000	6183	0	6304	945364
005739	0.05174	0.926551	0.00000	0.000000	6179	0	6255	937946
006711	0.05170	0.925742	0.00000	0.000000	6174	0	6243	936092
005017	0.05159	0.923685	0.00000	0.000000	6161	0	6283	941980
009798	0.05134	0.919276	0.00000	0.000000	6131	0	6241	935760
004348	0.05121	0.917020	0.00000	0.000000	6115	0	6198	929470
005326	0.05110	0.914696	0.00000	0.000000	6102	0	6214	931488
010170	0.05087	0.910858	0.00000	0.000000	6074	0	6144	921356
004552	0.05076	0.908924	0.00000	0.000000	6061	0	6142	921074
002054	0.05046	0.903595	0.00000	0.000000	6026	0	6144	921292
009296	0.05037	0.901675	0.00000	0.000000	6015	0	6120	917410
001979	0.05028	0.900104	0.00000	0.000000	6004	0	6061	908650
009092	0.05023	0.899496	0.00000	0.000000	5998	0	6095	914038
001275	0.05023	0.899502	0.00000	0.000000	5998	0	6084	912394
003562	0.05010	0.897061	0.00000	0.000000	5983	0	6068	909796
001530	0.05007	0.896671	0.00000	0.000000	5979	0	6059	908664
009477	0.05005	0.896307	0.00000	0.000000	5977	0	6040	905750
005621	0.05003	0.895688	0.00000	0.000000	5974	0	6033	904532
003878	0.05000	0.895367	0.00000	0.000000	5971	0	6035	904962
011023	0.04966	0.889084	0.00000	0.000000	5930	0	6000	899576
010075	0.04917	0.879965	0.00000	0.000000	5871	0	5982	896612
004113	0.04913	0.879429	0.00000	0.000000	5867	0	5980	896364
008827	0.04911	0.879424	0.00000	0.000000	5864	0	5970	895322
000958	0.04901	0.877509	0.00000	0.000000	5853	0	5949	891884
005286	0.04895	0.875824	0.00000	0.000000	5845	0	5935	889286
000076	0.04886	0.874355	0.00000	0.000000	5834	0	5926	888080
008139	0.04875	0.872859	0.00000	0.000000	5821	0	5883	882143
002958	0.04863	0.870655	0.00000	0.000000	5807	0	5861	878748
000759	0.04856	0.869519	0.00000	0.000000	5799	0	5862	878966
008253	0.04855	0.869033	0.00000	0.000000	5798	0	5875	880572
002564	0.04854	0.869006	0.00000	0.000000	5796	0	5855	877848
009559	0.04851	0.867714	0.00000	0.000000	5793	0	5877	880312
006971	0.04844	0.867358	0.00000	0.000000	5784	0	5864	879356
001201	0.04824	0.863704	0.00000	0.000000	5760	0	5863	879144
000747	0.04815	0.862281	0.00000	0.000000	5750	0	5856	878174
009032	0.04812	0.861749	0.00000	0.000000	5746	0	5812	871646
000583	0.04811	0.861373	0.00000	0.000000	5745	0	5824	873214
006908	0.04797	0.858596	0.00000	0.000000	5728	0	5788	867596
011435	0.04777	0.855515	0.00000	0.000000	5705	0	5793	868706
001706	0.04775	0.854718	0.00000	0.000000	5702	0	5776	865814
008953	0.04767	0.853282	0.00000	0.000000	5692	0	5837	875032
001516	0.04767	0.853173	0.00000	0.000000	5692	0	5744	860962
000091	0.04762	0.852895	0.00000	0.000000	5687	0	5778	866545
000905	0.04750	0.850345	0.00000	0.000000	5672	0	5785	867264
001412	0.04732	0.847452	0.00000	0.000000	5651	0	5721	857948
010436	0.04730	0.846548	0.00000	0.000000	5648	0	5741	860498
007136	0.04729	0.846713	0.00000	0.000000	5647	0	5734	859762
003624	0.04722	0.845577	0.00000	0.000000	5639	0	5712	856522
006452	0.04721	0.845048	0.00000	0.000000	5637	0	5712	856252
009330	0.04710	0.843378	0.00000	0.000000	5624	0	5744	861378
004384	0.04687	0.839168	0.00000	0.000000	5597	0	5664	849218
011006	0.04685	0.838506	0.00000	0.000000	5594	0	5639	845238
006479	0.04683	0.838365	0.00000	0.000000	5592	0	5659	848412
006260	0.04681	0.838224	0.00000	0.000000	5590	0	5675	850974
000869	0.04677	0.837348	0.00000	0.000000	5585	0	5707	855624
