fold,seq_id,label,prediction
1,000005,1,0.0062262677
1,000026,1,0.42874917
1,000120,1,0.90050274
1,000172,1,0.9952303
1,000183,1,0.6694794
1,000253,1,3.3194683e-06
1,000265,1,0.0009222478
1,000338,1,0.6639381
1,000386,1,0.0025360181
1,000468,1,0.00017765432
1,000501,1,0.005607175
1,000623,1,9.260242e-07
1,000635,1,0.08119748
1,000653,1,0.0068046753
1,000658,1,0.0859867
1,000666,1,0.9017988
1,001024,1,0.010426906
1,001025,1,0.0019599416
1,001044,1,0.06625563
1,001216,1,0.04655648
1,001324,1,0.22838
1,001327,1,0.6152092
1,001331,1,0.00048163044
1,001377,1,0.55329496
1,001397,1,0.016477847
1,001405,1,0.99732226
1,001466,1,0.15253578
1,001516,1,0.009426855
1,001523,1,0.011444566
1,001569,1,7.664645e-05
1,001583,1,0.00060688757
1,001590,1,0.15029289
1,001592,1,0.0025156634
1,001713,1,0.0041382243
1,001733,1,0.006944644
1,001845,1,0.30515516
1,001959,1,0.99911267
1,002090,1,0.7972644
1,002254,1,0.852387
1,002262,1,0.0035988875
1,002268,1,0.027977712
1,002314,1,0.70681167
1,002364,1,0.00017769905
1,002416,1,0.0032910125
1,002438,1,0.00044556722
1,002463,1,0.0015330805
1,002482,1,0.000114354516
1,002516,1,0.0013742043
1,000000,0,0.002678088
1,000001,0,0.0003239605
1,000002,0,0.00045122093
1,000003,0,5.2731317e-05
1,000004,0,3.338953e-05
1,000006,0,3.2470928e-07
1,000007,0,0.00035292882
1,000008,0,1.672793e-05
1,000009,0,0.014469094
1,000010,0,4.802714e-06
1,000011,0,0.0005056001
1,000012,0,0.0089671975
1,000013,0,0.00033215084
1,000014,0,6.755527e-06
1,000015,0,0.019742938
1,000016,0,0.00023493079
1,000017,0,0.00019350465
1,000018,0,0.0010650225
1,000019,0,0.07245355
1,000020,0,0.03207009
1,000021,0,0.007440861
1,000022,0,1.4539237e-06
1,000023,0,2.3174345e-05
1,000024,0,0.0007794381
1,000025,0,2.5709805e-06
1,000027,0,3.6321533e-05
1,000028,0,0.00015446512
1,000029,0,1.371451e-05
1,000030,0,0.0023395102
1,000031,0,0.00013952068
1,000032,0,3.245218e-05
1,000033,0,7.712391e-06
1,000034,0,0.00020918822
1,000035,0,0.0010565334
1,000036,0,0.0002614776
1,000037,0,6.768836e-05
1,000038,0,3.5934147e-05
1,000039,0,0.00017873681
1,000040,0,0.007233175
1,000041,0,0.0014978852
1,000042,0,0.021116395
1,000043,0,6.886012e-05
1,000044,0,9.143399e-05
1,000045,0,0.0003329358
1,000046,0,0.00097145716
1,000047,0,7.674164e-07
1,000048,0,0.004427121
1,000049,0,0.0010707164
1,000050,0,3.774431e-05
1,000051,0,0.00010385292
1,000052,0,0.00010340084
1,000053,0,3.3430665e-06
1,000054,0,0.0086195525
1,000055,0,0.00010860468
1,000056,0,0.0087788645
1,000057,0,0.0011817102
1,000058,0,0.0058606523
1,000059,0,8.074655e-06
1,000060,0,4.293616e-07
1,000061,0,2.0126105e-05
1,000062,0,5.4839315e-06
1,000063,0,0.0011545615
1,000064,0,0.000108653774
1,000065,0,0.027230773
1,000066,0,1.2180735e-07
1,000067,0,0.008364791
1,000068,0,7.264254e-05
1,000069,0,0.0020857758
1,000070,0,0.0059117046
1,000071,0,5.5218215e-06
1,000072,0,0.0019021101
1,000073,0,0.0065588504
1,000074,0,0.0005760575
1,000075,0,3.553937e-05
1,000076,0,0.0020533332
1,000077,0,0.0006652463
1,000078,0,0.00082522054
1,000079,0,0.0056634517
1,000080,0,0.26313424
1,000081,0,6.926739e-05
1,000082,0,0.0028151441
1,000083,0,0.04403776
1,000084,0,0.001606931
1,000085,0,0.01655924
1,000086,0,0.0015254617
1,000087,0,0.0012361029
1,000088,0,0.00063427415
1,000089,0,0.20036381
1,000090,0,0.050639577
1,000091,0,1.0722768e-05
1,000092,0,0.037685324
1,000093,0,0.0053002834
1,000094,0,3.1851327e-05
1,000095,0,2.1818658e-05
1,000096,0,0.17578411
1,000097,0,0.0015945027
1,000098,0,0.0021179998
1,000099,0,0.0001639869
1,000100,0,0.0027732737
1,000101,0,0.00017704132
1,000102,0,0.0002003492
1,000103,0,0.8431277
1,000104,0,0.0002455942
1,000105,0,2.7536295e-05
