fold,seq_id,label,prediction
1,000024,1,0.006615565
1,000056,1,0.77671146
1,000070,1,0.18205969
1,000123,1,0.08054913
1,000198,1,0.4255448
1,000293,1,0.75970423
1,000298,1,0.14065343
1,000376,1,0.21960495
1,000431,1,0.60065603
1,000432,1,0.2503414
1,000558,1,0.088986225
1,000589,1,0.15190731
1,000592,1,0.22867003
1,000691,1,0.12329775
1,000703,1,0.116132535
1,000727,1,0.4087607
1,000743,1,0.05010289
1,000752,1,0.13394074
1,000764,1,0.0039980463
1,000765,1,0.01323684
1,000809,1,0.4762516
1,000834,1,0.76143587
1,000835,1,0.0573734
1,000870,1,0.29200277
1,000872,1,0.090496816
1,000907,1,0.36328587
1,001015,1,0.20332772
1,001123,1,0.037449386
1,001125,1,0.031474106
1,001158,1,0.12580392
1,001176,1,0.8614214
1,001267,1,0.1783014
1,001299,1,0.31078
1,001350,1,0.5401225
1,001380,1,0.020926056
1,001387,1,0.48337078
1,001408,1,0.0066932854
1,001437,1,0.038602646
1,001451,1,0.0078057046
1,001456,1,0.16352838
1,001492,1,0.48133278
1,001715,1,0.022200344
1,001750,1,0.006481517
1,001753,1,0.16906665
1,001874,1,0.29736835
1,001951,1,0.002179325
1,001972,1,0.28545105
1,001990,1,0.08144752
1,000000,0,0.011794659
1,000001,0,0.009264371
1,000002,0,0.011309589
1,000003,0,0.00061769556
1,000004,0,0.0061019966
1,000005,0,0.0025205896
1,000006,0,0.05316005
1,000007,0,0.0061621843
1,000008,0,0.037575014
1,000009,0,0.010224673
1,000010,0,0.025567163
1,000011,0,0.046919387
1,000012,0,0.02208804
1,000013,0,0.11806025
1,000014,0,0.0037285467
1,000015,0,0.02917738
1,000016,0,0.0117813395
1,000017,0,0.04128967
1,000018,0,0.015662473
1,000019,0,0.022321414
1,000020,0,0.095644884
1,000021,0,0.0038402318
1,000022,0,0.096650325
1,000023,0,0.0045188377
1,000025,0,0.0026002578
1,000026,0,0.0127497725
1,000027,0,0.014145037
1,000028,0,0.006298127
1,000029,0,0.009633579
1,000030,0,0.13583459
1,000031,0,0.02723985
1,000032,0,0.0063471566
1,000033,0,0.122775264
1,000034,0,0.03847848
1,000035,0,0.0013588384
1,000036,0,0.6461049
1,000037,0,0.006548388
1,000038,0,0.040911008
1,000039,0,0.04564819
1,000040,0,0.00514385
1,000041,0,0.060445804
1,000042,0,0.0028882597
1,000043,0,0.014177751
