seq_id,label,prediction
000024,1,0.5001382045778424
000056,1,0.501279745424466
000070,1,0.5001978526011314
000123,1,0.5002826014556254
000198,1,0.5004106051191434
000293,1,0.5004162976474494
000298,1,0.5180418615465366
000376,1,0.5001790616640333
000431,1,0.5511273882396212
000432,1,0.5003985653037943
000558,1,0.5001082029580832
000589,1,0.5056907465259128
000592,1,0.5002241806265624
000691,1,0.5003683511160538
000703,1,0.5161086232926435
000727,1,0.5003995117827402
000743,1,0.5003465708187889
000752,1,0.6064703404078661
000764,1,0.5001234657307759
000765,1,0.5004670343530792
000809,1,0.5002189621233654
000834,1,0.5029689067779901
000835,1,0.5367209064882779
000870,1,0.5026973749384347
000872,1,0.5271730902900769
000907,1,0.500577399152293
001015,1,0.5001276804930919
001123,1,0.5000830193354517
001125,1,0.5026163892435375
001158,1,0.5020442330677432
001176,1,0.5001219132985306
001267,1,0.5005543228825108
001299,1,0.5005361033020257
001350,1,0.5001283369520766
001380,1,0.5020309082410592
001387,1,0.5011962141467046
001408,1,0.500383415290792
001437,1,0.5000730895939249
001451,1,0.5293033408596953
001456,1,0.5039774487352744
001492,1,0.5015470034159282
001715,1,0.5008309135379209
001750,1,0.5037351216120995
001753,1,0.5001035406077284
001874,1,0.5003977823710339
001951,1,0.5001008871367636
001972,1,0.5044668609819097
001990,1,0.5005299237695428
002020,1,0.5001900662979736
002035,1,0.5081997970845675
002046,1,0.5000552275332412
002145,1,0.5015667811435329
002158,1,0.501146031402327
002159,1,0.5007072714915453
002169,1,0.5002043870370199
002199,1,0.500213198649606
002225,1,0.5001772029629828
002303,1,0.5259577799965559
002336,1,0.5002483546109107
002337,1,0.5002494397359257
002345,1,0.5004812954558389
002398,1,0.5012509996315108
002469,1,0.5000733948772134
002500,1,0.5003113330241511
002563,1,0.6069131181021432
002565,1,0.5101224874303046
002631,1,0.5744298231226961
002699,1,0.5106394065418886
002721,1,0.5002969928644511
002851,1,0.5002508195258509
002957,1,0.5016520445251769
002978,1,0.5024824099154419
003056,1,0.5117753487506057
003077,1,0.5000552275332412
003104,1,0.5059466121217268
003109,1,0.6505687773430475
003168,1,0.5001178481014598
003180,1,0.5000921898019809
003270,1,0.5870293901654093
003325,1,0.5014643328791372
003420,1,0.5004045737114248
003530,1,0.5008878306929507
003537,1,0.5231246046105613
003582,1,0.5002176330149418
003935,1,0.5732694716544211
003959,1,0.5008505298917876
003974,1,0.5005785676784767
004020,1,0.5051187494854196
004087,1,0.504695202439366
004189,1,0.5000907256611403
004301,1,0.5013498797680409
004341,1,0.5004048187743149
004456,1,0.5030323359052727
004501,1,0.5000761339533148
004506,1,0.5001114266414504
004556,1,0.5007925641816457
004600,1,0.5001323253036066
004742,1,0.5247868618756515
004812,1,0.5001272783007652
004823,1,0.5000778976666832
004826,1,0.5003621577531251
004855,1,0.5039604608488577
004880,1,0.5001959074923755
004890,1,0.5266885309411338
004930,1,0.5004259459367609
004934,1,0.5007884502171744
005039,1,0.5023622639960995
005091,1,0.5007122531382716
005093,1,0.500180060390441
005095,1,0.5028038693549961
005098,1,0.5119592944441127
005171,1,0.5000552275332412
005335,1,0.5004128564395507
005365,1,0.500267497784357
005373,1,0.5002348523735605
005446,1,0.5003286839990237
005457,1,0.500297255800845
005495,1,0.5342472297352091
005534,1,0.5001115924731387
005548,1,0.5006890913501959
005618,1,0.5023763390941451
005623,1,0.5009207536288219
005641,1,0.5008424895198014
005716,1,0.5000988553901147
005794,1,0.500229254436734
005806,1,0.500537236461894
005815,1,0.5006108567227506
005896,1,0.5004430905572075
005901,1,0.5001144183842822
005948,1,0.5012232640347812
006119,1,0.6781414413641988
006143,1,0.5002519555274658
006159,1,0.515471320589645
006191,1,0.5053426583976682
006291,1,0.500565803392059
006357,1,0.5001529395350786
006409,1,0.5005848635664774
006430,1,0.5330808666393466
006538,1,0.6296154156595442
006561,1,0.5025152119873937
006569,1,0.5001413462432172
006580,1,0.5013755928234105
006622,1,0.5095437931713864
006623,1,0.5000624930569106
006666,1,0.5008788180174155
006679,1,0.5005031983687019
006686,1,0.5038245598651351
006715,1,0.517735097769723
006768,1,0.5540576464582276
006778,1,0.5010301687189214
006793,1,0.5001944272159924
006796,1,0.500100729628981
006877,1,0.500488243476559
006946,1,0.500105190276237
007093,1,0.5002377662923616
007218,1,0.6303587631430914
007634,1,0.5001786845730993
007636,1,0.5077206705447231
007645,1,0.5023763859117873
007674,1,0.5003935050844649
007813,1,0.5580636137033395
007852,1,0.5002986332193787
007861,1,0.5173567189045286
007891,1,0.5003183112634033
007900,1,0.5031173291829356
007903,1,0.5003553933603753
007963,1,0.5009038282733118
008141,1,0.5004182806836506
008146,1,0.5001752643615889
008253,1,0.5007591772957635
008293,1,0.5000590543969962
008335,1,0.5008805283427161
008345,1,0.5626666676132583
008392,1,0.5001490186408759
008497,1,0.5005374454184892
008498,1,0.5002482670033926
008580,1,0.5002965451649447
008612,1,0.501344316860588
008614,1,0.5000980896900699
008683,1,0.653259520878728
008705,1,0.5001447448718661
008824,1,0.5001555691224502
008850,1,0.5002359825428433
008957,1,0.5001464856780123
009007,1,0.5024600840398239
009128,1,0.5004553702181714
009163,1,0.5011524271682434
009198,1,0.5036413302600794
009296,1,0.5001378226713385
009300,1,0.5026716009018897
009316,1,0.5003657515770487
009332,1,0.5003906977948086
009362,1,0.5005574704292358
009395,1,0.5003074271327005
009466,1,0.5001115534722723
009591,1,0.5000632859788086
009637,1,0.5018816980732748
009691,1,0.5007383019643274
009697,1,0.500110138017649
009907,1,0.504128246288787
009953,1,0.5021055944053346
009954,1,0.5182931033468301
009970,1,0.5001872209556235
009972,1,0.5000552275332412
009978,1,0.5003717439437423
009982,1,0.5153744688603381
009992,1,0.5005216810004782
