fold,seq_id,label,prediction
1,003130,0,0.0053923544
1,003382,0,0.0034523355
1,005971,0,0.0045932117
1,000902,0,0.001210012
1,009599,0,0.0017766654
1,007108,0,0.00030218906
1,009562,0,0.0010658132
1,004208,0,0.0003572258
1,005429,0,0.0056166956
1,003025,0,0.0012358433
1,004054,0,0.002936762
1,004853,0,0.001615496
1,010465,0,0.010147813
1,009548,0,0.011007766
1,004316,0,0.00031182286
1,006968,0,0.00042023355
1,009496,0,0.010406468
1,008866,0,0.0014268815
1,007906,0,0.0002340113
1,004552,0,0.0026237147
1,003881,0,0.054338127
1,006987,0,0.0026408061
1,006472,0,0.00040780497
1,002309,0,3.8454495e-05
1,004741,0,0.049803745
1,008224,0,0.00699292
1,005033,0,0.009574057
1,002145,1,0.12767074
1,010492,0,0.0011870051
1,007745,0,0.0009189901
1,007394,0,0.0036749928
1,007350,0,0.00043322245
1,006637,0,0.00042976998
1,001646,0,0.030018575
1,006072,0,0.0033953616
1,000723,0,0.0017569662
1,005274,0,0.000686367
1,002966,0,0.0001551465
1,002028,0,0.0005478491
1,004938,0,0.09433272
1,007127,0,0.048140638
1,001770,0,0.00074239145
1,000855,0,0.00029340864
1,004846,0,4.314185e-05
1,005024,0,0.0024689399
1,009182,0,0.0034062313
1,008917,0,0.004346305
1,006614,0,0.0050260597
1,000856,0,0.00076327997
1,009259,0,0.00075714866
1,003175,0,0.08801189
1,000598,0,0.0033051167
1,004626,0,0.000984906
1,010940,0,0.00058766844
1,002904,0,0.0005388781
1,007985,0,0.00041742876
1,002016,0,4.9231476e-05
1,007802,0,0.008407812
1,001347,0,0.0009942794
1,010378,0,0.03089453
1,009573,0,0.0034040338
1,004966,0,0.01640404
1,008747,0,0.00044707948
1,005703,0,0.008261813
1,003106,0,0.06248902
1,008671,0,0.000286463
1,011243,0,0.049323335
1,003228,0,0.0001136941
1,000436,0,0.024405995
1,009028,0,0.00073174114
1,010779,0,0.0054195924
1,001286,0,0.009394268
1,000250,0,0.0011579666
1,000484,0,0.0013672757
1,001485,0,0.00037252385
1,002503,0,0.00055384845
1,001843,0,0.0011941884
1,004252,0,0.0017805861
1,000160,0,0.0065716165
1,000213,0,0.053052336
1,005149,0,0.00018408026
1,011200,0,0.00036621685
1,004551,0,0.000554225
1,008409,0,0.00066103786
1,009592,0,0.0012789633
1,007612,0,0.00076163135
1,004163,0,0.0021930493
1,004298,0,0.00015130415
1,006677,0,0.004587307
1,008058,0,0.0067346054
1,000262,0,0.0015558967
1,007051,0,0.010028916
1,009264,0,0.0014383681
1,002279,0,0.0039923787
1,000661,0,0.00049518415
1,003518,0,0.0026648461
1,000147,0,0.0048397495
1,002491,0,0.0034341733
1,009568,0,0.00048196202
1,008230,0,8.46987e-05
1,008080,0,0.008801286
1,004228,0,0.0014642035
1,007531,0,0.15617831
1,010162,0,9.698714e-05
1,004658,0,0.01652155
1,003184,0,0.00026939926
1,005600,0,0.00039990008
1,005197,0,0.013983789
1,008074,0,0.0021004705
1,009224,0,0.0005354829
1,005440,0,0.00041171146
1,011022,0,0.027080832
1,006161,0,0.0065032374
1,009753,0,6.2499814e-05
1,008099,0,0.010341466
1,010016,0,0.0022410932
1,005487,0,0.0236064
1,011952,0,0.00073576736
1,010957,0,0.004553712
1,000889,0,0.0002960028
1,007161,0,9.248514e-05
1,009692,0,0.0034016503
1,008291,0,0.0008178837
1,006880,0,0.68542665
1,003842,0,0.026695946
1,011259,0,0.04047607
1,005050,0,0.016572967
1,005300,0,0.0034105626
1,005729,0,0.015418095
1,002086,0,0.00025372714
1,006865,0,0.0008745927
1,006801,0,0.002784789
1,007781,0,0.00014018279
1,002750,0,0.0034844142
1,000524,0,0.11150985
1,005542,0,0.004394758
1,010744,0,0.0007868936
1,007584,0,7.5370794e-05
1,002806,0,0.0031535972
1,001813,0,0.001976203
1,005748,0,0.0016784692
1,006193,0,0.0007268926
1,008480,0,0.007134661
1,000079,0,0.01074152
1,009876,0,0.00067618076
1,001757,0,0.0004001481
1,007077,0,0.05999295
1,011381,0,0.0019650008
1,003171,0,0.0013222541
1,003601,0,0.00084701757
1,008237,0,0.00999687
1,004109,0,0.0046247677
1,009033,0,0.0003538968
1,007170,0,0.016923511
1,004977,0,0.0014853022
1,007538,0,0.02949566
1,008128,0,0.0010464246
1,000711,0,0.0022768334
1,004877,0,0.010648351
1,009109,0,0.00072562956
1,011898,0,0.00063218386
1,004699,0,0.00071196887
1,011187,0,0.021464285
1,007713,0,0.124195114
1,009304,0,0.011438385
1,006141,0,0.0018202852
1,010182,0,0.008212217
1,011403,0,0.0009716868
1,003377,0,0.021588737
1,004459,0,0.0005304208
1,003059,0,0.00078943523
1,011813,0,0.008171778
1,006109,0,0.0006872549
1,004790,0,0.003442454
1,000954,0,0.00037254445
1,010066,0,0.011729059
1,007904,0,0.0033066785
1,009283,0,0.0038723252
1,008038,0,0.00015822305
1,010878,0,0.028474316
1,007078,0,0.0028384833
1,002918,0,0.04587433
1,004659,0,0.003784359
1,001018,0,0.00028664194
1,008179,0,0.00032463233
1,007873,0,0.00040502168
1,006800,0,0.0006526912
1,001163,0,0.0029840148
1,003211,0,5.7264377e-05
1,002208,0,0.018184142
1,002752,0,0.0006548848
1,007563,0,0.08232312
1,008832,0,0.017856488
1,011652,0,0.00093330356
1,007810,0,0.010720836
1,008288,0,0.012557296
1,008157,0,0.00015764356
1,011802,0,0.005487445
1,003443,0,2.3044937e-05
1,001223,0,0.0068656765
1,008367,0,0.00018254074
1,002689,0,0.007923565
1,010412,0,0.00016234243
1,001095,0,0.0023274878
1,008013,0,0.004689119
1,008463,0,0.03224967
1,009482,0,0.0031313256
1,000538,0,0.0013528964
1,002475,0,0.001865338
1,008706,0,0.0010478662
1,001697,0,0.007926399
1,008858,0,0.003691057
1,001527,0,0.0015231589
1,000276,0,0.0035433334
1,006939,0,0.020840773
1,003977,0,0.005106854
1,000363,0,0.004946427
1,009361,0,0.015951777
1,005501,0,0.0013800937
1,000590,0,0.011775745
1,000030,0,0.0091020735
1,006646,0,0.006077525
1,009810,0,0.0052366974
1,008699,0,0.000472737
1,004346,0,0.010682384
1,002731,0,0.017234731
1,010632,0,0.013209694
1,000501,0,3.5059763e-06
1,005920,0,0.0021801612
1,005471,0,0.00015476765
1,001148,0,0.0009811004
1,005775,0,0.0031054444
1,009002,0,0.040049173
1,006446,0,0.0014240153
1,005535,0,0.002759149
1,008843,0,0.075042576
1,005184,0,0.0046327426
1,009773,0,0.0028403993
